CO_CNES;CO_IBGE;NO_FANTASIA;ESTADO;MUNICIPIO;CO_CEP;NO_BAIRRO;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NU_LATITUDE;NU_LONGITUDE
7770499;2709152;UNIDADE BASICA DE SAUDE MATAO DO ROBERTO;AL;TEOTONIO VILELA;57265000;ZONA RURAL;POVOADO IMBURIR DO INACIO;S/N;;-10.025306;-36.425833
7766955;2704302;ENDOSCOPIA HOSPITAL DO ACUCAR;AL;MACEIO;57055000;FAROL;AV FERNANDES LIMA;S/N;2 ANDAR H DO ACUCAR;-9.623097;-35.737025
6204465;2606002;CONSULTORIO MEDICO DR SILVINO DE ANDRADE DUARTE;PE;GARANHUNS;55296350;HELIOPOLIS;PRACA FONTE LUMONOSA;S/N;;-8.887318875987328;-36.48827791213989
7766432;2611101;BIOANALISES LABORATORIO DE ANALISES DIAGNOSTICAS;PE;PETROLINA;56304240;CENTRO;RUA ENGENHEIRO WALMIR BEZERRA;9;;-9.3922472;-40.502418
6218458;2612208;IMIP SALGUEIRO;PE;SALGUEIRO;56000000;NOSSA SENHORA DAS GR;AV CEL VEREMUNDO SOARES;S/N;KM 509 5 BR 232;-8.061056757493102;-39.11489009857178
9384405;2614709;UBS VILA MELANCIA;PE;TACAIMBO;55140000;VILA MELANCIA;VILA MELANCIA;S/N;;-8.316;-36.293
7766068;2700409;MH FISIOCARE;AL;ATALAIA;57690000;CENTRO;RUA DR OLAVO CAHET;41;;-9.506524158903428;-36.02095127105713
6233538;2604106;RAPOSO RIBEIRO;PE;CARUARU;55012640;MAURICIO DE NASSAU;AV DR PEDRO JORDAO;855;;-8.276217480601403;-35.97166299819946
6233597;2604106;MARCOS ANTONIO GONCALVES;PE;CARUARU;55004400;CENTRO;RUA TRES DE MAIO;235;;-8.2837078;-35.9742268
6233619;2604106;DANIELLA DE ALBUQUERQUE MONTENEGRO;PE;CARUARU;55012100;MAURICIO DE NASSAU;RUA GONCALVES DIAS;302;;-8.2769735;-35.9728935
6233635;2604106;ALEXANDRE CESAR SANTOS MELO;PE;CARUARU;55014320;MAURICIO DE NASSAU;AV DR PEDRO JORDAO;948;;-8.274455037739484;-35.972381830215454
7743890;2613909;CAPS INFANTIL;PE;SERRA TALHADA;56912000;BOM JESUS;RUA JOAO BATISTA DO NASCIMENTO;1453;A;-7.9879733;-38.3110737
6511481;2608305;SECRETARIA MUNICIPAL DE SAUDE JUPI;PE;JUPI;55395000;CENTRO;RUA MIGUEL CALADO BORBA;S/N;;-8.712;-36.415
6509347;2601003;SECRETARIA MUNICIPAL DE SAUDE ANGELIM;PE;ANGELIM;55430000;CENTRO;RUA CONEGO CARLOS FRAGA;S/N;;-8.888845276630532;-36.28389358520508
6509452;2609154;SECRETARIA MUNICIPAL DE SAUDE MANARI;PE;MANARI;56565000;CENTRO;RUA NOVA;S/N;;-8.964;-37.628
6509517;2610301;SECRETARIA MUNICIPAL DE SAUDE PARANATAMA;PE;PARANATAMA;55355000;CENTRO;RUA ROLDAO JOSE GUIMARAES;S/N;;-8.921131398508845;-36.65910243988037
6509533;2615102;SECRETARIA MUNICIPAL DE SAUDE TEREZINHA;PE;TEREZINHA;55305000;CENTRO;AVENIDA GETULIO VARGAS;S/N;;-9.0555928;-36.6250106
6507085;2612307;PSF SANTA TEREZA;PE;SALOA;55350000;RURAL;SITIO SANTA TEREZA;S/N;;-8.975712398585438;-36.683950424194336
7771290;2606002;UROCLINICA CLINICA UROLOGICA;PE;GARANHUNS;55295230;HELIOPOLIS;AV ERNESTO DOURADO;654;SALA 01;-8.887424876237471;-36.48115396499634
6507271;2703759;POSTO DE SAUDE DE LAGOA AZEDA;AL;JEQUIA DA PRAIA;57255000;ZONA URBANA;RUA ANTENOR NUNES;S/N;;-9.964792912038057;-35.97850799560547
6507328;2703759;CENTRO DE ESPECIALIDADES DE JEQUIA DA PRAIA;AL;JEQUIA DA PRAIA;57255000;CENTRO;TRAVESSA BOA VISTA;S/N;;-10.014242640286056;-36.02266788482666
7772408;2600203;MATERNIDADE MUNICIPAL MARIA COELHO CAVALCANTI RODRIGUES;PE;AFRANIO;56360000;CENTRO;RUA SETE DE SETEMBRO;78;A;-8.51476389411534;-41.00734680891037
7775253;2600203;EQUIPE DE ATENCAO BASICA PRISIONAL TIPO I COM SAUDE MENTAL;PE;AFRANIO;56360000;CENTRO;RUA SETE DE SETEMBRO;139;;-8.515047727027053;-41.00795030593872
7764782;2611606;DIAGMAX;PE;RECIFE;51110160;PINA;AV REPUBLICA DO LIBANO;251;;-8.0817;-34.895716
7774923;2611606;ALESSANDRA SARAIVA MASTOLOGIA;PE;RECIFE;52061030;POCO;RUA SILVEIRA LOBO;32;CAIXA POSTAL;-8.0312091;-34.9238863
6498485;2601607;SMS DE BELEM DO SAO FRANCISCO;PE;BELEM DE SAO FRANCISCO;56440000;CENTRO;AV CEL CARIBE;S/N;;-8.758;-38.964
6507425;2704302;CONS ODONTOLOGICO LUCIANO BRANDAO DE MACEDO;AL;MACEIO;57080000;CENTRO;RUA BARAO DE ATALAIA;268;SALA 205;-9.665255;-35.7338347
6498477;2607406;ACADEMIA DA SAUDE ITACURUBA;PE;ITACURUBA;56430000;CENTRO;AV ANIBAL PATRIARCA;S/N;;-8.724006;-38.69143
6511201;2609600;TEREZA CRISTINA ALBUQUERQUE DE ARAUJO;PE;OLINDA;53030020;BAIRRO NOVO;RUA CLETO CAMPELO;10;;-8.0080134;-34.8426647
6513484;2614402;ESF DE PELO SINAL;PE;SOLIDAO;56795000;ZONA RURAL;POVOADO DE PELO SINAL;100;;-7.6;-37.652
7767552;2613909;CLINICA SANTANA LTDA;PE;SERRA TALHADA;56912000;NOSSA SENHORA DA PEN;RUA ENOCK INACIO DE OLIVEIRA;810;CASA;-7.986;-38.296
7800088;2602902;NAPAK MODESTO;PE;CABO DE SANTO AGOSTINHO;54515480;SANTO INACIO;AVENIDA HISTORIADOR ISRAEL FILIPE;142;A;-8.287;-35.035
6512453;2603900;UNIDADE DE SAUDE DA FAMILIA DE LAGOA DO CAROA;PE;CARNAIBA;56820000;ZONA RURAL;RUA VEREADOR LUIZ MARTINS;S/N;POVOADO DA LAGOA DO;-7.805;-37.794
6509436;2607505;SECRETARIA MUNICIPAL DE SAUDE ITAIBA;PE;ITAIBA;56550000;CENTRO;PRACA FRANCISCO MARTINS;S/N;;-8.948;-37.423
6508510;2611606;US 136 DISTRITO SANITARIO VI RECIFE;PE;RECIFE;51190450;IPSEP;RUA JEAN EMILE FAVRE;1636;;-8.1142026;-34.9234695
6508960;2611606;US 133 DISTRITO SANITARIO III RECIFE;PE;RECIFE;52070180;CASA AMARELA;RUA XAVANTES;205;;-8.0236388;-34.9162452
7799004;2704302;TENORIO PROTETICO;AL;MACEIO;57014000;PONTA GROSSA;RUA FORMOSA;2057;;-9.6451273;-35.7210086
7805888;2604502;ACADEMIA DA SAUDE DE CHA GRANDE;PE;CHA GRANDE;55636000;DOM HELDER CAMERA;AVENIDA 20 DE DEZEMBRO;S/N;;-8.238;-35.462
7801297;2709152;POSTO DE SAUDE TEIXEIRA;AL;TEOTONIO VILELA;57265000;ZONA RURAL;POVOADO TEIXEIRA;S/N;;-9.905;-36.353
7792255;2602902;REAL SORRISO;PE;CABO DE SANTO AGOSTINHO;54515070;CENTRO;RUA VISCONDE DE CAMPO VERDE;75;C;-8.287;-35.035
7791526;2605152;ACADEMIA DA SAUDE JOSE ZEFERINO;PE;DORMENTES;56355000;CENTRO;RUA SEVERO MARQUES;S/N;;-8.445729;-40.768974
7801238;2613909;FARMACIA MUNICIPAL DE SERRA TALHADA;PE;SERRA TALHADA;56903000;A;A;;A;-7.9867805;-38.2920294
7801351;2709152;POSTO DE SAUDE COMODONGO;AL;TEOTONIO VILELA;57265000;ZONA RURAL;POVOADO COMODONGO;S/N;;-9.905;-36.353
7801416;2709152;POSTO DE SAUDE ABOBREIRA;AL;TEOTONIO VILELA;57265000;ZONA RURAL;POVOADO ABOBREIRA;S/N;;-9.905;-36.353
7802544;2610707;PROJETO SORRISOS;PE;PAULISTA;53401440;CENTRO;AV SENADOR SALGADO FILHO;S/N;LOJA 15 16;-7.942403718562491;-34.88167762756348
7808453;2610004;LACIF;PE;PALMARES;55540000;CENTRO;RUA CORONEL AUSTRICLINIO;765;;-8.683;-35.592
7775377;2704203;UNIDADE DE SAUDE DA FAMILIA PEDRO DOMINGOS DOS SANTOS;AL;LIMOEIRO DE ANADIA;57260000;ZONA RURAL;POVOADO POCO COMPRIDO;S/N;;-9.741597;-36.504508
6186343;2610707;HOSPITAL MEMORIAL DE PAULISTA;PE;PAULISTA;53401270;CENTRO;RUA DA MANGUEIRA;705;CENTRO;-7.9408347;-34.8836937
6169058;2702355;CAPS SEBASTIAO MALAQUIAS DA SILVA;AL;CRAIBAS;57320000;CENTRO;RUA 23 DE ABRIL;S/N;CASA;-9.623535397306934;-36.767849922180176
6182798;2706802;LABORATORIO MUNICIPAL DE PIACABUCU;AL;PIACABUCU;57210000;CENTRO;RUA DR NEMEZIO FREIRE;S/N;;-10.406;-36.434
0071382;2704302;CIMLAB;AL;MACEIO;57051410;FAROL;RUA JOAQUIM NABUCO;59;;-9.6484416;-35.7315944
9959556;2611606;LEONARDO ARCOVERDE CIRURGIA DE CABECA E PESCOCO;PE;RECIFE;50070480;ILHA DO LEITE;RUA ANTONIO GOMES DE FREITAS;265;;-8.067036049999999;-34.89518053098
6044581;2609600;CLAUDECI DANTAS DOMINGUES;PE;OLINDA;53030000;BAIRRO NOVO;AV MARCOS FREIRE;1615;SL 302 304;-7.9978672;-34.839107
6167802;2609600;NADJA MARIA SOARES ARAUJO;PE;OLINDA;53030000;BAIRRO NOVO;AV MINISTRO MARCOS FREIRE;1615;SALA 111;-7.9978672;-34.839107
6183522;2609600;CLIMEPE;PE;OLINDA;53030000;BAIRRO NOVO;AV MINISTRO MARCOS FREIRE;811;;-8.0112284;-34.8422461
6170714;2704203;CAPS DE LIMOEIRO DE ANADIA;AL;LIMOEIRO DE ANADIA;57260000;CENTRO;RUA JOSE BARBSOA;S/N;;-9.740547;-36.504032
6187331;2704302;CONSULTORIO MEDICO ANDREA AMORIM DE ALBUQUERQUE;AL;MACEIO;57057560;FAROL;RUA PEDRO OLIVEIRA ROCHA;189;SALA 01;-9.6340019;-35.7447571
6187374;2704302;CONSULTORIO ODONTOLOGICO ROSA LUCIA NUNES SOUSA COSTA;AL;MACEIO;57051000;FAROL;AV TOMAZ ESPINDOLA;507;SALA 106;-9.665928772674695;-35.73507070541382
6188184;2704302;CONSULTORIO ODONTOLOGICO AMANDA CALHEIROS MANFREDO DE AZEVED;AL;MACEIO;57080000;JARDIM PETROPOLIS;RES JARDIM PETROPOLIS I;07;QUADRA E4;-9.66586531352466;-35.73507070541382
6192130;2704302;CONSULTORIO MEDICO DAYSE FERNANDES AGOSTINHO WANDERLEY;AL;MACEIO;57055235;FAROL;RUA PROFESSOR VIRGINIO DE CAMPOS;242;;-9.6462924;-35.7370522
6199720;2706307;CARDIOIMAGEM;AL;PALMEIRA DOS INDIOS;57601250;SAO CRISTOVAO;RUA PRESIDENTE GETULIO VARGAS;384;;-9.407;-36.628
9967796;2610103;INSTITUTO VIVER BEM;PE;PALMEIRINA;55310000;CENTRO;RUA JOAO PESSOA;127;;-9.0031655;-36.3272913
9979328;2611101;CLINIDONTO ODONTOLOGIA ESPECIALIZADA;PE;PETROLINA;56304060;CENTRO;RUA VALERIO PEREIRA;45;;-9.3967369;-40.4944745
9982035;2608800;CLINICA DO POVO;PE;LAJEDO;55385000;CENTRO;RUA JOSE DUARTE RIBEIRO;162;;-8.6593829;-36.3250302
9982760;2611606;LUCIANO CUNHA;PE;RECIFE;50050540;SANTO AMARO;AV VISCONDE DE SUASSUNA;717;;-8.05159605;-34.8881513407238
9962174;2704302;LABORATORIO SABIN;AL;MACEIO;57042530;FEITOSA;AV JUCA SAMPAIO;1900;ANEXO REABILIT;-9.6251759;-35.7168153
9985328;2613305;CENTRO DE FISIOTERAPIA DE SAO JOAQUIM DO MONTE;PE;SAO JOAQUIM DO MONTE;55670000;CENTRO;RUA MANOEL FRANKLIN;45;;-8.4308156;-35.809009
9970347;2611606;MAIS MULHER;PE;RECIFE;50070460;ILHA DO LEITE;RUA SENADOR JOSE HENRIQUE;231;SALA 704;-8.0652098;-34.8957272
9962727;2704302;LABORATORIO SABIN;AL;MACEIO;57051150;FAROL;RUA COMENDADOR PALMEIRA;612;ANEXO CLINAF;-9.65965655;-35.7342539629967
6195342;2602902;ANTONIO JOSE COSTA MAGALHAES;PE;CABO DE SANTO AGOSTINHO;54510360;CENTRO;AV HISTORIADOR PEREIRA DA COSTA;540;;-8.2807514;-35.0309784
6181619;2606101;PACS GLORIA DO GOITA;PE;GLORIA DO GOITA;55620000;CENTRO;AV SANTA CRUZ;S/N;;-8.002;-35.293
6182518;2610509;USF VARJADA;PE;PASSIRA;55650000;ZONA RURAL;SITIO VARJADA DE CIMA;S/N;;-7.995;-35.581
6195113;2700300;FRANCIMEIRE TAVARES RAMALHO AMORIM;AL;ARAPIRACA;57300030;CENTRO;RUA BOA VISTA;356;1 ANDAR SALA 05;-9.7551921;-36.6585987
6195830;2614501;CLINICA ODONTOLOGICA DR MARIA ELIZABETH LEAL;PE;SURUBIM;55750000;CENTRO;RUA SETE DE SETEMBRO;122;;-7.8359136;-35.7567553
6187846;2700300;CONSULTORIO DR WALBERTO SANTANA;AL;ARAPIRACA;57300060;CENTRO;RUA ESPERIDIAO RODRIGUES;205;;-9.8849701;-36.830018
9979557;2607604;VIGILANCIA A SAUDE DA ILHA DE ITAMARACA;PE;ILHA DE ITAMARACA;53900000;BAIXA VERDE;AV JOAO PESSOA GUERRA;S/N;;-7.75127370187268;-34.825313687324524
9968792;2611200;UNIDADE DE VIGILANCIA EM SAUDE POCAO;PE;POCAO;55240000;CENTRO;PRACA MONSENHOR ESTANISLAU;S/N;;-8.186110485938515;-36.7037558555603
7893345;2611101;HOSPITAL DE OLHOS;PE;PETROLINA;56302150;CENTRO;DR JULIO DE MELO;82;ANDAR 3;-9.393;-40.508
7884842;2611606;CASE SANTA LUZIA;PE;RECIFE;50870275;IPUTINGA;AV MARIO ALVAREZ DE LIRA;1313;;-8.054;-34.881
6501834;2607901;CEMED;PE;JABOATAO DOS GUARARAPES;54420030;PIEDADE;RUA FELICIO BARROS DE MEDEIROS;4260;;-8.19035;-34.921559
7790236;2709202;POLO DE ACADEMIA DE SAUDE DE TRAIPU;AL;TRAIPU;57370000;CENTRO;CONJUNTO ANTONIO DE MEDEIROS NETO;S/N;;-9.971;-37.003
7889224;2704302;CONSULTORIO DE PSICOLOGIA NIEDJA DE ALBUQUERQUE;AL;MACEIO;57020340;CENTRO;RUA BARAO DE PENEDO;187;EDF BARAO DE PENEDO;-9.66615395;-35.7392369182026
6503977;2600054;SMS ABREU E LIMA;PE;ABREU E LIMA;53520150;TIMBO;R SAO CRISTOVAO;S/N;;-7.911348296506158;-34.90233600139618
7891865;2616407;CAF CENTRAL DE ABASTECIMENTO FARMACEUTICO;PE;VITORIA DE SANTO ANTAO;55602000;MATRIZ;AVENIDA HENRIQUE DE HOLANDA;927;;-8.112701636443722;-35.28838634490967
7907729;2600104;MM CONSULTORIA MEDICA;PE;AFOGADOS DA INGAZEIRA;56800000;CENTRO;RUA APARICIO VERAS;411;;-7.75149694873118;-37.63647794723511
7895682;2604106;HOSPITAL MEMORIAL SAO GABRIEL;PE;CARUARU;55014250;MAURICIO DE NASSAU;AV JOSE VERISSIMO;752;;-8.27433824907851;-35.97249984741211
7915640;2704302;CONSULTORIO DE PSICOLOGIA ARNALDINA FERNANDES;AL;MACEIO;57055040;FAROL;RUA FREI CANECA;75;;-9.6483541;-35.7339163
7780117;2603454;DOUTOR ATENDE;PE;CAMARAGIBE;54759000;NOVO CARMELO;AV DR BELMINO CORREIRA;1025;LJ 02;-8.022;-34.981
7906811;2611101;UNIDADE ODONTOLOGICA MOVEL II;PE;PETROLINA;56304020;CENTRO;AV DR FERNANDO GOES;537;;-9.393;-40.508
7783086;2616407;ESPACO ODONTOLOGICO EDILA BRANDAO;PE;VITORIA DE SANTO ANTAO;55602400;LIVRAMENTO;RUA MARQUES DO HERVAL;138;APTO 002;-8.118;-35.291
6511422;2606309;SECRETARIA MUNICIPAL DE SAUDE GRANITO;PE;GRANITO;56160000;ULISSIS GUIMARAES;RUA JOAQUIM MONTEIRO DOS SANTOA;S/N;;-7.716;-39.615
6509371;2606507;SECRETARIA MUNICIPAL DE SAUDE IATI;PE;IATI;55345000;CENTRO;RUA MANOEL FLORENCIO DE SOUZA;S/N;;-9.0425204;-36.8445249
6483011;2606606;LAMAB LABORATORIO DE ANALISES MEDICAS DR ALEX BRUNO;PE;IBIMIRIM;56580000;CENTRO;CARDEAL ARCOVERDE;236;;-8.541;-37.69
6496784;2610004;ODONTOS;PE;PALMARES;55540000;CENTRO;PRACA PAULO PARANHOS;1036;;-8.6855777;-35.590216094875
7918259;2604106;LF CLINICA DE DIAGNOSTICOS LTDA;PE;CARUARU;55014020;MAURICIO DE NASSAU;RUA GONCALO COELHO;94;;-8.2718289;-35.9789909
0020699;2600054;CAPS CAETES;PE;ABREU E LIMA;53550500;CAETES;AVENIDA D;S/N;;-7.917073402884927;-34.91350203752518
0071447;2616407;CLINICA MEDICA ISLA QUEIROZ ALVARES;PE;VITORIA DE SANTO ANTAO;55612510;MATRIZ;DR JOSE AUGUSTO;645;SALA 06;-8.118;-35.291
0081914;2601201;INSTITUTO CURAR;PE;ARCOVERDE;56511170;CORONEL SIQUEIRA CAM;RUA SAVIO NAPOLEAO ARCOVERDE;172;;-8.4217485;-37.0551538
7884621;2611606;LABORATORIO MARCELO MAGALHAES;PE;RECIFE;50100060;CASA FORTE;AV DEZESSETE DE AGOSTO;1986;;-8.054;-34.881
6252877;2613909;CLIST CLINICA INTEGRADA DE SERRA TALHADA;PE;SERRA TALHADA;56903400;NOSSA SENHORA DA PEN;RUA ENOCK INACIO DE OLIVEIRA;778;;-7.986;-38.296
7906404;2607000;POSTO DE SAUDE INDIGENA ALDEIA TEAR;PE;INAJA;56560000;ALDEIA;ALDEIA TEAR;S/N;;-8.903;-37.827
9402896;2616407;U S F MILITINA;PE;VITORIA DE SANTO ANTAO;55602600;MILITINA;AV JOSE CELESTINO DA SILVA;S/N;;-8.1128476;-35.2907409
6242987;2601102;FISIO SAUDE;PE;ARARIPINA;56280000;CENTRO;RUA COELHO RODRIGUES;692;;-7.5802373;-40.5046878
6261612;2612505;RAFAELA BARBOSA DE SENA;PE;SANTA CRUZ DO CAPIBARIBE;55192000;CENTRO;AVENIDA JATOBA;06;1 ANDAR;-7.959808605430802;-36.205551624298096
6267238;2703007;MATERNIDADE E PRONTO ATENDIMENTO MARIANO DE OLIVEIRA;AL;IBATEGUARA;57890000;CENTRO;RUA DRA JANETE;S/N;CENTRO;-8.973;-35.939
6267912;2604106;PAULO SERGIO DE SOUZA COUTO;PE;CARUARU;55014100;UNIVERSITARIO;RUA ARTUR ANTONIO DA SILVA;625;SALA 308;-8.264419049474533;-35.965737998485565
6248004;2704302;CONSULTORIO MEDICO MARCOS DA COSTA NEPOMUCENO;AL;MACEIO;57055000;FAROL;RUA HUGO CORREA PAES;253;;-9.6206217;-35.7372416817922
6250688;2704302;CONSULTORIO ODONTOLOGICO FLAVIA DE MELO MEIRA;AL;MACEIO;57080000;MANGABEIRAS;AV JOAO DAVINO;780;;-9.643115;-35.7048562
6251889;2704302;CONS DE PSICOLOGIA BARBARA MICHELLE DE LIMA LOPES;AL;MACEIO;57036510;JATIUCA;RUA DR JOSE AFONSO DE MELO;68;EDF HARMONY CENTER;-9.665928772674695;-35.73507070541382
6264808;2704302;CONSULTORIO DE PSICOLOGIA REGINA COELI JAPIA MOTA;AL;MACEIO;57055000;FAROL;RUA IRIS ALAGOENSE;340;;-9.6499083;-35.7343505
7941838;2600203;CAF CENTRAL DE ABASTECIMENTO FARMACEUTICO;PE;AFRANIO;56360000;CENTRO;RUA SETE DE SETEMBRO;167;A;-8.514758588825275;-41.0062900185585
7969104;2607901;CONSULTORIO DE PSICOLOGIA AMALIA LIRA;PE;JABOATAO DOS GUARARAPES;54430030;CANDEIAS;AV PRESIDENTE KENNEDY;648;SALA 107;-8.211891;-34.920126
6281443;2601102;PED IMAGEM;PE;ARARIPINA;56280000;CENTRO;RUA PIO XII;435;;-7.5770852;-40.5033189
6280595;2604106;RAQUEL ARAUJO DE ALBUQUERQUE;PE;CARUARU;55012640;MAURICIO DE NASSAU;AV PEDRO JORDAO;148;SALA 01;-8.276387354195547;-35.97166299819946
6279902;2607604;USF BIQUINHA;PE;ILHA DE ITAMARACA;53900000;BIQUINHA;R DA BIQUINHA;247;;-7.745527712235005;-34.83112871646881
6284205;2612208;CONSULTORIO KARLA DE SA MENEZES;PE;SALGUEIRO;56000000;CENTRO;PRACA BEIJAMIM SOARES;0;;-8.070022323720003;-39.12038326263428
7816588;2604007;CTA CENTRO DE TESTAGEM E ACONSELHAMENTO EM DST AIDS;PE;CARPINA;55819901;SANTA CRUZ;AVENIDA CONSELHEIRO JOAO ALFREDO;S/N;;-7.8471628;-35.2448351
7936052;2611606;CITOMAXX;PE;RECIFE;50030230;PAISSANDU;RUA FRANCISCO ALVES;325;SL 208 B;-8.06805035;-34.8927491201747
7920369;2606002;IDEAL CENTER SAUDE E FISIOTERAPIA;PE;GARANHUNS;55295530;HELIOPOLIS;AV RUY BARBOSA;1401;;-8.880916404030865;-36.475746631622314
7944179;2706703;PREV CORPUS CLINICA FISIOTERAPIA;AL;PENEDO;57200000;SANTA LUZIA;ROD ENG JOAQUIM GONCALVES;200;;-10.29;-36.586
7946651;2611606;US 401 USF UPINHA 24H GOVERNADOR EDUARDO CAMPOS;PE;RECIFE;52111081;BOMBA DO HEMETERIO;RUA ITABIRA;S/N;;-8.054;-34.881
7928904;2703759;POLO ACADEMIA DE SAUDE DE JEQUIA DA PRAIA;AL;JEQUIA DA PRAIA;57255000;CENTRO;RUA DO OITIZEIRO;S/N;;-10.01185485618839;-36.021788120269775
6274889;2704302;PROIMAGEM;AL;MACEIO;57084040;CIDADE UNIVERSITARIA;AV MENINO MARCELO SHOPPING PATIO MACEIO;3800;LOJA 18;-9.665928772674695;-35.734920501708984
6274943;2704302;CONS DE FISIOTERAPIA ANA ESTELA CARNAUBA WANDERLEY;AL;MACEIO;57035230;PONTA VERDE;AV SANDOVAL ARROXELAS;345;;-9.665949925722051;-35.73500633239746
6281427;2704302;CLIMAP CLINICA MEDICA ANTONIO PEIXOTO;AL;MACEIO;57052520;GRUTA DE LOURDES;AV ARIOSVALDO PEREIRA CINTRA;239;;-9.6169885;-35.7341739
6285724;2607901;UBS LOTE 19 31 MARIA DA LUZ;PE;JABOATAO DOS GUARARAPES;54170540;SOCORRO;TRAVESSA DA ESTRADA DA PIEDADE;S/N;CASA;-8.111021;-34.994421
7852738;2612208;DAVIA MIRELLY RAMOS CAVALCANTI DE SA;PE;SALGUEIRO;56000000;SANTO ANTONIO;RUA JOSE VITORINO DE BARROS;309;1 ANDAR;-8.0732344;-39.1220754
7839448;2707701;CENTRO DE SAUDE EDUARDO CAMPOS;AL;RIO LARGO;57100000;FORENE;AV PASTOR PEDRO JOSUE LINS;S/N;BRASIL NOVO;-9.4780799196992;-35.852251052856445
7842155;2704302;REAL LABORATORIO;AL;MACEIO;57052488;GRUTADE LOURDES;RUA AURELIO CAVALCANTE;659;;-9.6260028;-35.7319414
6341233;2704708;NUCLEO DE APOIO A SAUDE DA FAMILIA;AL;MARECHAL DEODORO;57160000;CENTRO;LADISLAU NETO;S/N;;-9.715613606741556;-35.89276313781738
7857756;2704302;STUDIO PILATES E RPG;AL;MACEIO;57014000;SERRARIA;RUA MANOEL CORREIA DE OLIVEIRA QD A;36;;-9.665907619626015;-35.73481321334839
7838395;2704302;REABILITA FISIO;AL;MACEIO;57036540;JATIUCA;RUA EMPRESARIO CARLOS DA SILVA NOGUEIRA;1178;;-9.649269;-35.710792
6340504;2608800;USF DO POVOADO DE IMACULADA;PE;LAJEDO;55385000;RURAL;POVOADO IMACULADA;S/N;;-8.681875628433525;-36.30560874938965
6344399;2610905;UNIDADE DE SAUDE DA FAMILIA DO CENTENARIO;PE;PESQUEIRA;55200000;CENTENARIO;RUA ANTONIO MAGALHAES;369;;-8.358;-36.696
2720809;2704609;POSTO DE SAUDE JOSE H DA SILVA;AL;MARAVILHA;57520000;ZONA RURAL;SITIO LAGOA BONITA;01;;-9.190818851846743;-37.404043078422546
6373712;2709152;SECRETARIA MUNICIPAL DE SAUDE DE TEOTONIO VILELA;AL;TEOTONIO VILELA;57265000;CENTRO;RUA JACINTO GERONIMO;S/N;;-9.9045;-36.3572
7784708;2604106;ORTOCLEVES;PE;CARUARU;55016420;UNIVERSITARIO;AV CEARA;510;;-8.2710743;-35.9652587
7796188;2607901;PROJETO SORRISOS;PE;JABOATAO DOS GUARARAPES;54160594;PIEDADE;AVENIDA BERNARDO VIEIRA DE MELO;1650;LOJA 30 A 32;-8.168073;-34.915427
7801327;2709152;POSTO DE SAUDE BIRRUS;AL;TEOTONIO VILELA;57265000;ZONA RURAL;POVOADO BIRRUS;S/N;;-9.905;-36.353
7802048;2704302;CONSULTORIO DE PSICOLOGIA SANDRA MARIA ABREU DIAS;AL;MACEIO;57070100;PAJUCARA;RUA EPAMINONDAS GRANCINDO;221;;-9.666055690938848;-35.73498487472534
7771460;2601201;LAMEDS;PE;ARCOVERDE;56505350;CENTRO;RUA HELENA RODRIGUES PORTO;40;;-8.419;-37.054
7802471;2608255;CENTRO DE REABILITACAO DE JUCATI;PE;JUCATI;55398000;CENTRO;RUA FRANCISCO ALVES DA SILVA;S/N;;-8.708251577910435;-36.48677587509155
7813198;2700300;AME ATENDIMENTOS MEDICOS ESPECIALIZADOS;AL;ARAPIRACA;57300420;CENTRO;RUA RIO DE JANEIRO;25;PRACA DOS CURIS;-9.7495709;-36.6653037
6373437;2601409;CLINGEF;PE;BARREIROS;55560000;CENTRO;RUA OLIMPIO TEODORO;S/N;;-8.8150056;-35.1955027
6373496;2613404;CEMID;PE;SAO JOSE DA COROA GRANDE;55565000;CENTRO;AV JOAO FRANCISCO DE MELO;20;;-8.898;-35.148
6373399;2615706;SECRETARIA MUNICIPAL DE SAUDE DE TRIUNFO;PE;TRIUNFO;56870000;CENTRO;PRACA MONSENHOR ELIZEU DINIZ;017;;-7.838;-38.102
7811748;2611101;CENTRO MEDICO ESPECIALIZADO;PE;PETROLINA;56304220;CENTRO;RUA CRISPIM DE AMORIM COELHO;166;;-9.3930059;-40.5004431
7961537;2704302;CENTRAL DE ABASTECIMENTO FARMACEUTICO DO ESTADO DE ALAGOAS;AL;MACEIO;57055320;FAROL;RUA GOIAS;12;;-9.6429999;-35.7337954
7779275;2706703;CLINICA POPULAR DO BRASIL;AL;PENEDO;57200000;CENTRO;AV GETULIO VARGAS;324;;-10.2854924;-36.5755637
7798458;2610707;NASF PAULISTA TERRITORIO I;PE;PAULISTA;53401441;JARDIM PAULISTA ALTO;RUA 152;245;SALA 1;-7.9394497023484165;-34.881184101104736
7801408;2709152;POSTO DE SAUDE LAGOA;AL;TEOTONIO VILELA;57265000;ZONA RURAL;POVOADO LAGOA;S/N;;-9.905;-36.353
5909023;2607653;CAPS CENTRO DE ATENCAO PSICOSSOCIAL ACONCHEGO;PE;ITAMBE;55920000;CENTRO;RUA FREI SERAFIM;S/N;;-7.403728336727035;-35.11799097061157
6216269;2611804;NASF CENTRO;PE;RIBEIRAO;55520000;CENTRO;AV MARIO DOMINGUES;876;;-8.520841;-35.3762036
